,Product Lookup,,Location Filters,,,,,
Delete,Product Name,Product Sku,Type,Zone,State,City,Locality,PIN Code
Y || N,Max 191 characters,"Valid alphanumeric value without space, Unique sku",Zone || State || City || Locality,Only string value,Only string value,Only string value,Only string value,Only number value
* Required,* Required,* Required,* Required,---,---,---,---,---
N,"Pvr Grand Galada, Chennai, Tamil Nadu",CINEMA000196,locality,South,Tamil Nadu,Chennai,,600043
N,"Pvr Grand Mall Velachery, Chennai, Tamil Nadu",CINEMA000197,locality,South,Tamil Nadu,Chennai,,600042
N,"Pvr Icon Vr Mall-Chennai, Chennai, Tamil Nadu",CINEMA000198,locality,South,Tamil Nadu,Chennai,,600040
N,"Pvr Inox Citi Centre Chennai, Chennai, Tamil Nadu",CINEMA000199,locality,South,Tamil Nadu,Chennai,,600004
N,"Pvr Inox Luxe Jazz, Chennai, Tamil Nadu",CINEMA000200,locality,South,Tamil Nadu,Chennai,,600042
N,"Pvr Inox National, Chennai, Tamil Nadu",CINEMA000201,locality,South,Tamil Nadu,Chennai,,600092
N,"Pvr Inox The Marina Mall, Chennai, Tamil Nadu",CINEMA000202,locality,South,Tamil Nadu,Chennai,,600130
N,"Pvr-Escape     Whites Road Express Avenue Mall, Chennai, Tamil Nadu",CINEMA000203,locality,South,Tamil Nadu,Chennai,,600014
N,"Pvr-Palazzo       The Forum Vijaya Mall, Chennai, Tamil Nadu",CINEMA000204,locality,South,Tamil Nadu,Chennai,,600026
N,"Pvr-S2 Spectrum Mall    Perambur , Chennai, Tamil Nadu",CINEMA000205,locality,South,Tamil Nadu,Chennai,,600011
N,"Pvr-S2 Theyagaraja Thiruvanmiyur, Chennai, Tamil Nadu",CINEMA000206,locality,South,Tamil Nadu,Chennai,,600041
N,"Pvr-Sathyam    Thiru- Vi-Ka Rd Royapettah, Chennai, Tamil Nadu",CINEMA000207,locality,South,Tamil Nadu,Chennai,,600014
N,"Pvr Inox Prozone Mall Coimbatore, Coimbatore, Tamil Nadu",CINEMA000208,locality,South,Tamil Nadu,Coimbatore,,641035
N,"Pvr-The Cinemas Brookefields Mall        , Coimbatore, Tamil Nadu",CINEMA000209,locality,South,Tamil Nadu,Coimbatore,,641001
N,"Pvr Alveal Mall -Coimbatore, Coimbatore, Tamil Nadu",CINEMA000210,locality,South,Tamil Nadu,Coimbatore,,641041
N,"Pvr V Square Mall Cuddalore, Cuddalore, Tamil Nadu",CINEMA000211,locality,South,Tamil Nadu,Cuddalore,,607001
N,"Pvr Inox Vishaal De Mall Madurai, Madurai, Tamil Nadu",CINEMA000212,locality,South,Tamil Nadu,Madurai,,625002
N,"Pvr Inox Green Field Reliance Mall, Meyyanur, Salem, Tamil Nadu",CINEMA000213,locality,South,Tamil Nadu,Salem,Meyyanur,636004
N,"Pvr Inox Selvam Square, Vellore, Tamil Nadu",CINEMA000214,locality,South,Tamil Nadu,Vellore,,632014
N,"Pvr Velocity, Vellore, Tamil Nadu",CINEMA000215,locality,South,Tamil Nadu,Vellore,,632006
N,"Pvr Jeevan Reddy Mall Armoor, Armoor, Telangana",CINEMA000216,locality,South,Telangana,Armoor,,503224
N,"Pvr Cyberabad , Cyberabad , Telangana",CINEMA000217,locality,South,Telangana,Cyberabad,,500081
N,"Pvr Atrium Mall Hyderabad, Hyderabad, Telangana",CINEMA000218,locality,South,Telangana,Hyderabad,,500032
N,"Pvr Central Mall -Hyd, Hyderabad, Telangana",CINEMA000219,locality,South,Telangana,Hyderabad,,500082
N,"Pvr Hyd Galleria Madhapur, Hyderabad, Telangana",CINEMA000220,locality,South,Telangana,Hyderabad,,500081
N,"Pvr Hyd Galleria Panjagutta, Hyderabad, Telangana",CINEMA000221,locality,South,Telangana,Hyderabad,,500082
N,"Pvr Hyd-Irrum Manzil, Hyderabad, Telangana",CINEMA000222,locality,South,Telangana,Hyderabad,,500082
N,"Pvr Inox Ashoka One Mall, Hyderabad, Telangana",CINEMA000223,locality,South,Telangana,Hyderabad,,500072
N,"Pvr Inox Gsm Mall, Madeenaguda, Hyderabad, Telangana",CINEMA000224,locality,South,Telangana,Hyderabad,Madeenaguda,500049
N,"Pvr Inox Gvk One, Banjara Hills, Hyderabad, Telangana",CINEMA000225,locality,South,Telangana,Hyderabad,Banjara Hills,500034
N,"Pvr Inox Mp Mall, Kachiguda, Hyderabad, Telangana",CINEMA000226,locality,South,Telangana,Hyderabad,Kachiguda,500001
N,"Pvr Inox Prism Gachibowli- Hyderabad, Hyderabad, Telangana",CINEMA000227,locality,South,Telangana,Hyderabad,,500032
N,"Pvr Inox Sattva Necklace Mall, Kavadiguda, Hyderabad, Telangana",CINEMA000228,locality,South,Telangana,Hyderabad,Kavadiguda,500080
N,"Pvr Kukatpally, Hyderabad, Telangana",CINEMA000229,locality,South,Telangana,Hyderabad,,500072
N,"Pvr Musarambagh Hyderabad, Hyderabad, Telangana",CINEMA000230,locality,South,Telangana,Hyderabad,,500036
N,"Pvr Preston Hyderabad, Hyderabad, Telangana",CINEMA000231,locality,South,Telangana,Hyderabad,,500032
N,"Pvr R K Cineplex - Hyderabad, Hyderabad, Telangana",CINEMA000232,locality,South,Telangana,Hyderabad,,500034
N,"Pvr Venu Mall Nizamabad, Nizamabad, Telangana",CINEMA000233,locality,South,Telangana,Nizamabad,,503003
N,"Pvr-S2 Warangal , Warangal, Telangana",CINEMA000234,locality,South,Telangana,Warangal,,506002
N,"Pvr Inox Osia 2 Commercial Arcade A-Wing, Margao, Goa",CINEMA000235,locality,West,Goa,Margao,,403601
N,"Pvr Inox Osia Commercial Arcade G-Wing, Margao, Goa",CINEMA000236,locality,West,Goa,Margao,,403601
N,"Pvr Inox Gmc Panjim, Panjim, Goa",CINEMA000237,locality,West,Goa,Panjim,,403001
N,"Pvr Inox Mall De Goa Porvorim, Provorim, Goa",CINEMA000238,locality,West,Goa,Provorim,,403521
N,"Pvr Ahmedabad-Acropolis, Ahmedabad, Gujarat",CINEMA000239,locality,West,Gujarat,Ahmedabad,,380059
N,"Pvr Arved Plaza, Gsrtc, Ahmedabad, Gujarat",CINEMA000240,locality,West,Gujarat,Ahmedabad,Gsrtc,382480
N,"Pvr Inox Himalaya Mall, Ahmedabad, Gujarat",CINEMA000241,locality,West,Gujarat,Ahmedabad,,380052
N,"Pvr Motera-Ahmedabad, Ahmedabad, Gujarat",CINEMA000242,locality,West,Gujarat,Ahmedabad,,380005
N,"Pvr Palladium Ahmedabad, Ahmedabad, Gujarat",CINEMA000243,locality,West,Gujarat,Ahmedabad,,380054
N,"Pvr Satyamev Mall Ahmedabad, Ahmedabad, Gujarat",CINEMA000244,locality,West,Gujarat,Ahmedabad,,382415
N,"Pvr Anand, Anand, Gujarat",CINEMA000245,locality,West,Gujarat,Anand,,388120
N,"Pvr Inox City Pulse Mall, Anand, Gujarat",CINEMA000246,locality,West,Gujarat,Anand,,388120
N,"Pvr Inox R-World Adalaj, Gandhinagar, Gujarat",CINEMA000247,locality,West,Gujarat,Gandhinagar,,382421
N,"Pvr Inox Crystal Mall, Jamnagar, Gujarat",CINEMA000248,locality,West,Gujarat,Jamnagar,,361002
N,"Pvr Inox Reliance Mall, Motikhavdi, Jamnagar, Gujarat",CINEMA000249,locality,West,Gujarat,Jamnagar,Motikhavdi,361142
N,"Pvr Jcr- The Entertainment World,  Jamnagar, Jamnagar, Gujarat",CINEMA000250,locality,West,Gujarat,Jamnagar,,361120
N,"Pvr Inox Opal One Mall, Nadiad, Gujarat",CINEMA000251,locality,West,Gujarat,Nadiad,,387003
N,"Pvr Inox Rajkot Reliance Mall, Rajkot, Gujarat",CINEMA000252,locality,West,Gujarat,Rajkot,,
N,"Pvr Inox Rajkot R-World, Rajkot, Gujarat",CINEMA000253,locality,West,Gujarat,Rajkot,,360001
N,"Pvr - Rahulraj Mall, Surat, Surat, Gujarat",CINEMA000254,locality,West,Gujarat,Surat,,395007
N,"Pvr Inox Raj Imperial, Surat, Gujarat",CINEMA000255,locality,West,Gujarat,Surat,,
N,"Pvr Inox Reliance Mega Mall Surat, Surat, Gujarat",CINEMA000256,locality,West,Gujarat,Surat,,
N,"Pvr Inox Vr Mall, Surat, Gujarat",CINEMA000257,locality,West,Gujarat,Surat,,395007
N,"Pvr Eva Mall-Vadodra, Vadodara, Gujarat",CINEMA000258,locality,West,Gujarat,Vadodara,,
N,"Pvr Inox Race Course Road, Vadodara, Gujarat",CINEMA000259,locality,West,Gujarat,Vadodara,,
N,"Pvr Inox Reliance Mega Mall, Vadodara, Gujarat",CINEMA000260,locality,West,Gujarat,Vadodara,,390007
N,"Pvr Inox Taksh Galaxy Mall, Vadodara, Gujarat",CINEMA000261,locality,West,Gujarat,Vadodara,,390019
N,"Pvr Nilamber Triumph Mall -Vadodra, Vadodara, Gujarat",CINEMA000262,locality,West,Gujarat,Vadodara,,
N,"Pvr Ved Transcube Plaza, Vadodara, Gujarat",CINEMA000263,locality,West,Gujarat,Vadodara,,390007
N,"Pvr Inox Prozone Mall, Aurangabad, Maharashtra",CINEMA000264,locality,West,Maharashtra,Aurangabad,,
N,"Pvr Inox Reliance Mega Mall, Aurangabad, Aurangabad, Maharashtra",CINEMA000265,locality,West,Maharashtra,Aurangabad,,
N,"Pvr-S2 Haseen - Bhiwandi, Bhiwandi, Maharashtra",CINEMA000266,locality,West,Maharashtra,Bhiwandi,,
N,"Pvr Jalgaon, Jalgaon, Maharashtra",CINEMA000267,locality,West,Maharashtra,Jalgaon,,425001
N,"Pvr Inox Metro Junction Mall, Kalyan, Maharashtra",CINEMA000268,locality,West,Maharashtra,Kalyan,,
N,"Pvr Inox Kolhapur Reliance Mega Mall, Kolhapur, Maharashtra",CINEMA000269,locality,West,Maharashtra,Kolhapur,,416002
N,"Pvr Kolhapur, Kolhapur, Maharashtra",CINEMA000270,locality,West,Maharashtra,Kolhapur,,416005
N,"Pvr Latur - Maharashtra, Latur, Maharashtra",CINEMA000271,locality,West,Maharashtra,Latur,,413531
N,"Cinemax Infinity 2 Mall -Malad, Mumbai, Maharashtra",CINEMA000272,locality,West,Maharashtra,Mumbai,,
N,"Jio Drive-In (A Pvr Experience) - Bandra Kurla Complex, Mumbai, Maharashtra",CINEMA000273,locality,West,Maharashtra,Mumbai,,
N,"Pvr Andheri - Citi Mall, Mumbai, Maharashtra",CINEMA000274,locality,West,Maharashtra,Mumbai,,
N,"Pvr Experia Mall - Dombivili, Mumbai, Maharashtra",CINEMA000275,locality,West,Maharashtra,Mumbai,,
N,"Pvr Goregaon-Mumbai, Mumbai, Maharashtra",CINEMA000276,locality,West,Maharashtra,Mumbai,,
N,"Pvr Growel , Mumbai, Maharashtra",CINEMA000277,locality,West,Maharashtra,Mumbai,,
N,"Pvr Icon-Versova, Mumbai, Maharashtra",CINEMA000278,locality,West,Maharashtra,Mumbai,,400053
N,"Pvr Inox Atria Mall, Worli, Mumbai, Maharashtra",CINEMA000279,locality,West,Maharashtra,Mumbai,Worli,400018
N,"Pvr Inox Cr2 Mall, Nariman Point, Mumbai, Maharashtra",CINEMA000280,locality,West,Maharashtra,Mumbai,Nariman Point,400021
N,"Pvr Inox Eros- Mumbai, Mumbai, Maharashtra",CINEMA000281,locality,West,Maharashtra,Mumbai,,400020
N,"Pvr Inox Inorbit Mall, Malad, Mumbai, Maharashtra",CINEMA000282,locality,West,Maharashtra,Mumbai,Malad,400104
N,"Pvr Inox Jio World Centre, Bkc Mumbai, Mumbai, Maharashtra",CINEMA000283,locality,West,Maharashtra,Mumbai,Bkc Mumbai,400051
N,"Pvr Inox Metro Cinema, Marine Lines, Mumbai, Maharashtra",CINEMA000284,locality,West,Maharashtra,Mumbai,Marine Lines,
N,"Pvr Inox Nakshtra Mall, Dadar, Mumbai, Maharashtra",CINEMA000285,locality,West,Maharashtra,Mumbai,Dadar,400028
N,"Pvr Inox Raghuleela Mall, Kandivali (W), Mumbai, Maharashtra",CINEMA000286,locality,West,Maharashtra,Mumbai,Kandivali (W),400067
N,"Pvr Inox Rcity Mall, Ghatkopar, Mumbai, Maharashtra",CINEMA000287,locality,West,Maharashtra,Mumbai,Ghatkopar,400086
N,"Pvr Inox Thakur Dahisar, Mumbai, Maharashtra",CINEMA000288,locality,West,Maharashtra,Mumbai,,401107
N,"Pvr Juhu - Mumbai , Mumbai, Maharashtra",CINEMA000289,locality,West,Maharashtra,Mumbai,,
N,"Pvr Lido Mumbai, Mumbai, Maharashtra",CINEMA000290,locality,West,Maharashtra,Mumbai,,400049
N,"Pvr Maison, Jio World Drive- Bandra Kurla Complex, Mumbai, Maharashtra",CINEMA000291,locality,West,Maharashtra,Mumbai,Jio World Drive- Bandra Kurla Complex,400051
N,"Pvr Milap, Mumbai, Maharashtra",CINEMA000292,locality,West,Maharashtra,Mumbai,,400067
N,"Pvr Phoenix Market City - Kurla, Mumbai, Maharashtra",CINEMA000293,locality,West,Maharashtra,Mumbai,,
N,"Pvr Phoenix Mills-Mumbai Worli, Mumbai, Maharashtra",CINEMA000294,locality,West,Maharashtra,Mumbai,,
N,"Pvr R Odeon Mall, Ghatkopar, Mumbai, Maharashtra",CINEMA000295,locality,West,Maharashtra,Mumbai,Ghatkopar,400077
N,"Pvr Sangam Andheri East, Mumbai, Maharashtra",CINEMA000296,locality,West,Maharashtra,Mumbai,,
N,"Pvr-Le Reve, Mumbai, Maharashtra",CINEMA000297,locality,West,Maharashtra,Mumbai,,400050
N,"Pvr Inox Jaswant Tuli, Nagpur, Maharashtra",CINEMA000298,locality,West,Maharashtra,Nagpur,,440017
N,"Pvr Capital Mall Vasai, Nalasopara, Maharashtra",CINEMA000299,locality,West,Maharashtra,Nalasopara,,401209
N,"Pvr Nanded , Nanded, Maharashtra",CINEMA000300,locality,West,Maharashtra,Nanded,,431603
N,"Cinemax  City Centre Mall - Nasik, Nashik, Maharashtra",CINEMA000301,locality,West,Maharashtra,Nashik,,422008
N,"Pvr Inox Palm Beach Galleria Mall, Vashi, Navi Mumbai, Maharashtra",CINEMA000302,locality,West,Maharashtra,Navi Mumbai,Vashi,400703
N,"Pvr Inox Raghuleela Mall, Vashi, Navi Mumbai, Maharashtra",CINEMA000303,locality,West,Maharashtra,Navi Mumbai,Vashi,400703
N,"Pvr Orion Panvel, Panvel, Maharashtra",CINEMA000304,locality,West,Maharashtra,Panvel,,410206
N,"Pvr City Mall-Pimpri Pune, Pune, Maharashtra",CINEMA000305,locality,West,Maharashtra,Pune,,411018
N,"Pvr Grand Highstreet Mall Hinjewadi, Pune, Maharashtra",CINEMA000306,locality,West,Maharashtra,Pune,,
N,"Pvr Icon, The Pavillion Mall, Pune, Maharashtra",CINEMA000307,locality,West,Maharashtra,Pune,The Pavillion Mall,
N,"Pvr Inox Bundgarden Road, Pune, Maharashtra",CINEMA000308,locality,West,Maharashtra,Pune,,
N,"Pvr Inox Elpro City Square Mall, Chinchwad, Pune, Maharashtra",CINEMA000309,locality,West,Maharashtra,Pune,Chinchwad,411033
N,"Pvr Inox Jai Ganesh Vision Mall, Akurdi, Pune, Maharashtra",CINEMA000310,locality,West,Maharashtra,Pune,Akurdi,411035
N,"Pvr Inox Pmc Wakad Pune, Pune, Maharashtra",CINEMA000311,locality,West,Maharashtra,Pune,,411057
N,"Pvr Inox Royal Heritage Mall, Pune, Maharashtra",CINEMA000312,locality,West,Maharashtra,Pune,,411060
N,"Pvr Kopa Mall- Pune, Pune, Maharashtra",CINEMA000313,locality,West,Maharashtra,Pune,,411001
N,"Pvr Kumar Pacific Pune, Pune, Maharashtra",CINEMA000314,locality,West,Maharashtra,Pune,,411042
N,"Pvr Pune - Market City, Pune, Maharashtra",CINEMA000315,locality,West,Maharashtra,Pune,,
N,"Pvr Inox Korum Mall, Thane, Maharashtra",CINEMA000316,locality,West,Maharashtra,Thane,,400606
N,"Pvr Aura Mall-Bhopal, Bhopal, Mp",CINEMA000317,locality,Central,Madhya Pradesh,Bhopal,,462039
N,"Pvr Gwalior Keshar Towers, Gwalior, Mp",CINEMA000318,locality,Central,Madhya Pradesh,Gwalior,,474002
N,"Pvr Inox Db Mall, Gwalior, Mp",CINEMA000319,locality,Central,Madhya Pradesh,Gwalior,,474002
N,"Pvr - Treasure Island - Indore, Indore, Mp",CINEMA000320,locality,Central,Madhya Pradesh,Indore,,452001
N,"Pvr Inox C-21 Mall, Indore, Mp",CINEMA000321,locality,Central,Madhya Pradesh,Indore,,452010
N,"Pvr Inox Phoenix Citadel, Indore, Mp",CINEMA000322,locality,Central,Madhya Pradesh,Indore,,
N,"Pvr Inox Treasure Island Next Mall, Regal Square, Indore, Mp",CINEMA000323,locality,Central,Madhya Pradesh,Indore,Regal Square,
N,"Pvr Ujjain, Ujjain, Mp",CINEMA000324,locality,Central,Madhya Pradesh,Ujjain,,456010
N,"Pvr Inox City Square Mall, Ajmer, Rajasthan",CINEMA000325,locality,North,Rajasthan,Ajmer,,305004
N,"Pvr Mittal Mall Ajmer, Ajmer, Rajasthan",CINEMA000326,locality,North,Rajasthan,Ajmer,,305001
N,"Pvr Inox City Centre Mall, Bhilwara, Bhilwara, Rajasthan",CINEMA000327,locality,North,Rajasthan,Bhilwara,,311001
N,"Pvr Inox Reliance Mall, Chittor Road, Bhilwara, Rajasthan",CINEMA000328,locality,North,Rajasthan,Bhilwara,Chittor Road,311001
N,"Pvr Inox Genesis Mall, Bhiwadi, Rajasthan",CINEMA000329,locality,North,Rajasthan,Bhiwadi,,
N,"Pvr Inox Crystal Palm, Jaipur, Rajasthan",CINEMA000330,locality,North,Rajasthan,Jaipur,,302004
N,"Pvr Inox Elements Mall, Jaipur, Rajasthan",CINEMA000331,locality,North,Rajasthan,Jaipur,,302021
N,"Pvr Inox Gt Central, Malviya Nagar, Jaipur, Rajasthan",CINEMA000332,locality,North,Rajasthan,Jaipur,Malviya Nagar,302017
N,"Pvr Inox Jtm Mall, Jagatpura, Jaipur, Rajasthan",CINEMA000333,locality,North,Rajasthan,Jaipur,Jagatpura,302017
N,"Pvr Inox Pink Square Mall, Raja Park, Jaipur, Rajasthan",CINEMA000334,locality,North,Rajasthan,Jaipur,Raja Park,302004
N,"Pvr Inox Sunny Trade Center, Jaipur, Rajasthan",CINEMA000335,locality,North,Rajasthan,Jaipur,,302020
N,"Pvr Inox Vaibhav Complex, Jaipur, Rajasthan",CINEMA000336,locality,North,Rajasthan,Jaipur,,302021
N,"Pvr Mall Of Jaipur, Jaipur, Rajasthan",CINEMA000337,locality,North,Rajasthan,Jaipur,,302021
N,"Pvr Inox Indiabulls Mega Mall, Jodhpur, Rajasthan",CINEMA000338,locality,North,Rajasthan,Jodhpur,,342005
N,"Pvr - Cine Mall Kota, Kota, Rajasthan",CINEMA000339,locality,North,Rajasthan,Kota,,
N,"Pvr Inox The Great Mall, Kota, Rajasthan",CINEMA000340,locality,North,Rajasthan,Kota,,
N,"Pvr - Ridhi Sidhi Mall, Sri Ganganagar, Sri Ganganagar, Rajasthan",CINEMA000341,locality,North,Rajasthan,Sri Ganganagar,,335001
N,"Pvr Celebration Mall - Udaipur, Udaipur, Rajasthan",CINEMA000342,locality,North,Rajasthan,Udaipur,,
N,"Pvr Inox Lake City Mall, Udaipur, Rajasthan",CINEMA000343,locality,North,Rajasthan,Udaipur,,313002
N,"Pvr Inox Urban Square - Udaipur, Udaipur, Rajasthan",CINEMA000344,locality,North,Rajasthan,Udaipur,,313001
N,"Pvr Ka Mall Jabalpur, Jabalpur, Mp",CINEMA000345,locality,Central,Madhya Pradesh,Jabalpur,,482002
N,"Pvr Elan Miracle -Gurgaon, Gurgaon, Haryana",CINEMA000346,locality,North,Haryana,Gurgaon,,
N,"Pvr Inox Ardee Mall, Gurgaon, Haryana",CINEMA000347,locality,North,Haryana,Gurgaon,,122003
N,"Pvr Inox Epicuria Nehru Place, New Delhi, Delhi",CINEMA000348,locality,North,Delhi,New Delhi,,110019
N,"Pvr Inox Rcube, New Delhi, Delhi",CINEMA000349,locality,North,Delhi,New Delhi,,110027
N,"Pvr Inox R Mall, Ghodbunder Road, Thane, Maharashtra",CINEMA000350,locality,West,Maharashtra,Thane,Ghodbunder Road,400607
N,"Pvr Inox Smr Vinay Metro Mall, Hyderabad, Telangana",CINEMA000351,locality,South,Telangana,Hyderabad,,500049
N,"Pvr Forum Rex Walk, Prestige, Bangalore, Bangalore, Karnataka",CINEMA000352,locality,South,Karnataka,Bangalore,,560001
N,"Pvr Inox Oberoi Sky City Mall, Borivali, Mumbai, Maharashtra",CINEMA000353,locality,West,Maharashtra,Mumbai,Borivali,400066
N,"Pvr Inox M5 Mall, Electronic City-Bangalore, Bangalore, Karnataka",CINEMA000354,locality,South,Karnataka,Bangalore,Electronic City-Bangalore,
N,"Cinepolis Guwahati, Guwahati, Assam",CINEMA000355,locality,North East,Assam,Guwahati,,
N,"Fun Cinema - Playbox (Dimapur), Dimapur, Assam",CINEMA000356,locality,North East,Assam,Dimapur,,797112
N,"Cinepolis Muzaffarpur, Muzaffarpur, Bihar",CINEMA000357,locality,East,Bihar,Muzaffarpur,,842002
N,"PJP Cinepolis Muzaffarpur, Muzaffarpur, Bihar",CINEMA000358,locality,East,Bihar,Muzaffarpur,,842002
N,"Cinépolis Patna, Patna, Bihar",CINEMA000359,locality,East,Bihar,Patna,,800013
N,"Cinepolis Jamshedpur, Jamshedpur, Jharkhand",CINEMA000360,locality,East,Jharkhand,Jamshedpur,,831001
N,"LMB-Fun Ranchi, Ranchi, Jharkhand",CINEMA000361,locality,East,Jharkhand,Ranchi,,834002
N,"PJP Cinepolis Ranchi, Ranchi, Jharkhand",CINEMA000362,locality,East,Jharkhand,Ranchi,,834001
N,"Cinepolis - Esplanade, Bhubhaneshwar, Orissa",CINEMA000363,locality,East,Odisha,Bhubhaneshwar,,751010
N,"Cinépolis Kol Acropolis, Kolkata, WestBengal",CINEMA000364,locality,East,West Bengal,Kolkata,,
N,"Cinepolis Bawaria, Bhopal, MadhyaPradesh",CINEMA000365,locality,Central,Madhya Pradesh,Bhopal,,
N,"Cinepolis CRM, Delhi, Delhi",CINEMA000366,locality,North,Delhi,Delhi,,110032
N,"DT Saket, Delhi, Delhi",CINEMA000367,locality,North,Delhi,Delhi,,110030
N,"DT - G.K II, Delhi, Delhi",CINEMA000368,locality,North,Delhi,Delhi,,
N,"Cinepolis Janak, Delhi, Delhi",CINEMA000369,locality,North,Delhi,Delhi,,
N,"Cinépolis Rohini, Delhi, Delhi",CINEMA000370,locality,North,Delhi,Delhi,,
N,"C. V3S East Centre, Delhi, Delhi",CINEMA000371,locality,North,Delhi,Delhi,,
N,"Cinépolis V3S, Delhi, Delhi",CINEMA000372,locality,North,Delhi,Delhi,,110092
N,"C. Pacific NSP, Delhi, Delhi",CINEMA000373,locality,North,Delhi,Delhi,,110034
N,"Cinépolis Ambala, Ambala, Haryana",CINEMA000374,locality,North,Haryana,Ambala,,134003
N,"FC. PM Cinema - Faridabad, Faridabad, Haryana",CINEMA000375,locality,North,Haryana,Faridabad,,121002
N,"C. Reach Aria Mall Gurgaon, Gurugram, Haryana",CINEMA000376,locality,North,Haryana,Gurugram,,122103
N,"C. Nexus Esplanade Gurgaon, Gurugram, Haryana",CINEMA000377,locality,North,Haryana,Gurugram,,122006
N,"Cinépolis Bhopal Aashima, Bhopal, Madhya Pradesh",CINEMA000378,locality,Central,Madhya Pradesh,Bhopal,,462026
N,"Cinépolis Bhopal D.B. City, Bhopal, Madhya Pradesh",CINEMA000379,locality,Central,Madhya Pradesh,Bhopal,,462011
N,"Cinepolis Gwalior, Gwalior, Madhya Pradesh",CINEMA000380,locality,Central,Madhya Pradesh,Gwalior,,474002
N,"Cinépolis Amritsar Alpha, Amritsar, Punjab",CINEMA000381,locality,North,Punjab,Amritsar,,143006
N,"Cinépolis Bhatinda, Bhatinda, Punjab",CINEMA000382,locality,North,Punjab,Bhatinda,,
N,"Cinépolis Chandi Manimajara, Chandigarh, Punjab",CINEMA000383,locality,North,Punjab,Chandigarh,,
N,"Cinépolis Chandi TDI, Chandigarh, Punjab",CINEMA000384,locality,North,Punjab,Chandigarh,,
N,"Cinépolis Ludhiana MBD, Ludhiana, Punjab",CINEMA000385,locality,North,Punjab,Ludhiana,,141012
N,"Cinepolis Mohali, Mohali, Punjab",CINEMA000386,locality,North,Punjab,Mohali,,
N,"Cinépolis Panipat, Panipat, Haryana",CINEMA000387,locality,North,Haryana,Panipat,,132104
N,"Cinépolis Jaipur Triton, Jaipur, Rajasthan",CINEMA000388,locality,North,Rajasthan,Jaipur,,302001
N,"Cinépolis Jaipur WTP, Jaipur, Rajasthan",CINEMA000389,locality,North,Rajasthan,Jaipur,,302001
N,"Cinépolis Kota, Kota, Rajasthan",CINEMA000390,locality,North,Rajasthan,Kota,,
N,"Cinépolis Lucknow, Lucknow, Uttar Pradesh",CINEMA000391,locality,North,Uttar Pradesh,Lucknow,,226010
N,"Cinépolis Lucknow One Awadh, Lucknow, Uttar Pradesh",CINEMA000392,locality,North,Uttar Pradesh,Lucknow,,
N,"Cinépolis Grand Venice Noida, Noida, Uttar Pradesh",CINEMA000393,locality,North,Uttar Pradesh,Noida,,
N,"Cinepolis Spice, Noida, Uttar Pradesh",CINEMA000394,locality,North,Uttar Pradesh,Noida,,
N,"FC Rave Mall (Rudrapur), Rudrapur, Uttrakhand",CINEMA000395,locality,North,Uttarakhand,Rudrapur,,
N,"Cinepolis Power One Vijayawada, Vijaywada, Andhra Pradesh",CINEMA000396,locality,South,Andhra Pradesh,Vijaywada,,
N,"Cinépolis Vijaywada PVP, Vijaywada, Andhra Pradesh",CINEMA000397,locality,South,Andhra Pradesh,Vijaywada,,
N,"Cinepolis Sreekanya, Vishakhapatnam, Andhra Pradesh",CINEMA000398,locality,South,Andhra Pradesh,Vishakhapatnam,,530041
N,"Cinépolis Bangalore ETA, Bengaluru, Karnataka",CINEMA000399,locality,South,Karnataka,Bengaluru,,
N,"Cinepolis Shantiniketan, Bengaluru, Karnataka",CINEMA000400,locality,South,Karnataka,Bengaluru,,
N,"Cinépolis Bangalore Orion, Bengaluru, Karnataka",CINEMA000401,locality,South,Karnataka,Bengaluru,,560055
N,"Cinépolis Bangalore RMM, Bengaluru, Karnataka",CINEMA000402,locality,South,Karnataka,Bengaluru,,
N,"Cinepolis SJR Spectrum, Bengaluru, Karnataka",CINEMA000403,locality,South,Karnataka,Bengaluru,,560076
N,"C. Sobha Global, Bengaluru, Karnataka",CINEMA000404,locality,South,Karnataka,Bengaluru,,560045
N,"C. Sobha Global-VIP, Bengaluru, Karnataka",CINEMA000405,locality,South,Karnataka,Bengaluru,,560045
N,"Cinépolis Hubli, Hubli, Karnataka",CINEMA000406,locality,South,Karnataka,Hubli,,
N,"Cinépolis Mangalore, Mangalore, Karnataka",CINEMA000407,locality,South,Karnataka,Mangalore,,575001
N,"Cinepolis Kozhikode, Kozhikode, Kerala",CINEMA000408,locality,South,Kerala,Kozhikode,,673004
N,"Cinépolis Cochin, Cochin, Kerala",CINEMA000409,locality,South,Kerala,Cochin,,682035
N,"Cinépolis Cochin - VIP, Cochin, Kerala",CINEMA000410,locality,South,Kerala,Cochin,,682035
N,"Cinepolis BSR Sentosa Avenue, Chennai, Tamil Nadu",CINEMA000411,locality,South,Tamil Nadu,Chennai,,
N,"Cinépolis Coimbatore, Coimbatore, Tamil Nadu",CINEMA000412,locality,South,Tamil Nadu,Coimbatore,,641004
N,"Cinépolis Hyd DSL, Hyderabad, Telangana",CINEMA000413,locality,South,Telangana,Hyderabad,,500039
N,"Cinépolis Hyd Manjeera, Hyderabad, Telangana",CINEMA000414,locality,South,Telangana,Hyderabad,,
N,"Cinépolis Hyd Mantra, Hyderabad, Telangana",CINEMA000415,locality,South,Telangana,Hyderabad,,500409
N,"Cinépolis Hyderabad Sudha, Hyderabad, Telangana",CINEMA000416,locality,South,Telangana,Hyderabad,,
