,Primary Product Information,,,,,,,,,General Filters,,,,Specifications,,,,
Delete,Product Name,Sku,Short Description,Meta Title,Meta Description,Meta Keywords,Image,Sort Order,Status,Cinema Chain,Screen Recomend,Audience Class,Tier Preference,Seats,Screen,Rank,Total Screen,Google Map Location
N,"Pvr Chanakya, New Delhi, Delhi",CINEMA000051,"Located on Pvr Chanakya, New Delhi, Delhi","Advertising in Pvr Chanakya, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Chanakya, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Icon,Tier 1,1001,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Chanakya%2C+NEW+DELHI%2C+DELHI
N,"Pvr- Dlf City Centre Mall, Shalimar Bagh, New Delhi, Delhi",CINEMA000052,"Located on Pvr- Dlf City Centre Mall, Shalimar Bagh, New Delhi, Delhi","Advertising in Pvr- Dlf City Centre Mall, Shalimar Bagh, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr- Dlf City Centre Mall, Shalimar Bagh, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 1,1142,,,4,https://www.google.com/maps/search/?api=1&query=Pvr-+Dlf+City+Centre+Mall%2C+Shalimar+Bagh%2C+NEW+DELHI%2C+DELHI
N,"Pvr Icon-  Dlf Promenade Mall,Vasant Kunj, New Delhi, Delhi",CINEMA000053,"Located on Pvr Icon-  Dlf Promenade Mall,Vasant Kunj, New Delhi, Delhi","Advertising in Pvr Icon-  Dlf Promenade Mall,Vasant Kunj, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Icon-  Dlf Promenade Mall,Vasant Kunj, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,7,Icon,Tier 1,1139,,,7,https://www.google.com/maps/search/?api=1&query=Pvr+Icon-+Dlf+Promenade+Mall%2CVasant+Kunj%2C+NEW+DELHI%2C+DELHI
N,"Pvr Inox Janak Place, New Delhi, Delhi",CINEMA000054,"Located on Pvr Inox Janak Place, New Delhi, Delhi","Advertising in Pvr Inox Janak Place, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Inox Janak Place, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 1,1262,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Janak+Place%2C+NEW+DELHI%2C+DELHI
N,"Pvr Inox Nehru Place, New Delhi, Delhi",CINEMA000055,"Located on Pvr Inox Nehru Place, New Delhi, Delhi","Advertising in Pvr Inox Nehru Place, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Inox Nehru Place, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 1,756,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Nehru+Place%2C+NEW+DELHI%2C+DELHI
N,"Pvr Inox Odeon Connaught Place, New Delhi, Delhi",CINEMA000056,"Located on Pvr Inox Odeon Connaught Place, New Delhi, Delhi","Advertising in Pvr Inox Odeon Connaught Place, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Inox Odeon Connaught Place, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,2,Platinum,Tier 1,592,,,2,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Odeon+Connaught+Place%2C+NEW+DELHI%2C+DELHI
N,"Pvr Inox Pacific- Jasola, New Delhi, Delhi",CINEMA000057,"Located on Pvr Inox Pacific- Jasola, New Delhi, Delhi","Advertising in Pvr Inox Pacific- Jasola, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Inox Pacific- Jasola, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,8,Icon,Tier 1,1413,,,8,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Pacific-+Jasola%2C+NEW+DELHI%2C+DELHI
N,"Pvr Inox Paras Delhi, New Delhi, Delhi",CINEMA000058,"Located on Pvr Inox Paras Delhi, New Delhi, Delhi","Advertising in Pvr Inox Paras Delhi, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Inox Paras Delhi, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,1,Icon,Tier 1,305,,,1,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Paras+Delhi%2C+NEW+DELHI%2C+DELHI
N,"Pvr Inox Patel Nagar, New Delhi, Delhi",CINEMA000059,"Located on Pvr Inox Patel Nagar, New Delhi, Delhi","Advertising in Pvr Inox Patel Nagar, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Inox Patel Nagar, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 1,1207,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Patel+Nagar%2C+NEW+DELHI%2C+DELHI
N,"Pvr Inox Vishal Enclave Rajouri Garden, New Delhi, Delhi",CINEMA000060,"Located on Pvr Inox Vishal Enclave Rajouri Garden, New Delhi, Delhi","Advertising in Pvr Inox Vishal Enclave Rajouri Garden, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Inox Vishal Enclave Rajouri Garden, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Silver,Tier 1,979,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Vishal+Enclave+Rajouri+Garden%2C+NEW+DELHI%2C+DELHI
N,"Pvr Naraina, New Delhi, Delhi",CINEMA000061,"Located on Pvr Naraina, New Delhi, Delhi","Advertising in Pvr Naraina, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Naraina, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 1,830,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Naraina%2C+NEW+DELHI%2C+DELHI
N,"Pvr Pacific Mall, Dwarka, New Delhi, Delhi",CINEMA000062,"Located on Pvr Pacific Mall, Dwarka, New Delhi, Delhi","Advertising in Pvr Pacific Mall, Dwarka, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Pacific Mall, Dwarka, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Platinum,Tier 1,817,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Pacific+Mall%2C+Dwarka%2C+NEW+DELHI%2C+DELHI
N,"Pvr Plaza , New Delhi, Delhi",CINEMA000063,"Located on Pvr Plaza , New Delhi, Delhi","Advertising in Pvr Plaza , New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Plaza , New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,1,Icon,Tier 1,300,,,1,https://www.google.com/maps/search/?api=1&query=Pvr+Plaza+%2C+NEW+DELHI%2C+DELHI
N,"Pvr Prashant Vihar, New Delhi, Delhi",CINEMA000064,"Located on Pvr Prashant Vihar, New Delhi, Delhi","Advertising in Pvr Prashant Vihar, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Prashant Vihar, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Gold,Tier 1,750,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Prashant+Vihar%2C+NEW+DELHI%2C+DELHI
N,"Pvr Priya , New Delhi, Delhi",CINEMA000065,"Located on Pvr Priya , New Delhi, Delhi","Advertising in Pvr Priya , New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Priya , New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,1,Icon,Tier 1,316,,,1,https://www.google.com/maps/search/?api=1&query=Pvr+Priya+%2C+NEW+DELHI%2C+DELHI
N,"Pvr Rivoli, New Delhi, Delhi",CINEMA000066,"Located on Pvr Rivoli, New Delhi, Delhi","Advertising in Pvr Rivoli, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Rivoli, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,1,Platinum,Tier 1,329,,,1,https://www.google.com/maps/search/?api=1&query=Pvr+Rivoli%2C+NEW+DELHI%2C+DELHI
N,"Pvr Saket Select City Walk, New Delhi, Delhi",CINEMA000067,"Located on Pvr Saket Select City Walk, New Delhi, Delhi","Advertising in Pvr Saket Select City Walk, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Saket Select City Walk, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Icon,Tier 1,1056,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Saket+Select+City+Walk%2C+NEW+DELHI%2C+DELHI
N,"Pvr Sangam, New Delhi, Delhi",CINEMA000068,"Located on Pvr Sangam, New Delhi, Delhi","Advertising in Pvr Sangam, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Sangam, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,2,Icon,Tier 1,392,,,2,https://www.google.com/maps/search/?api=1&query=Pvr+Sangam%2C+NEW+DELHI%2C+DELHI
N,"Pvr Vegas Mall, Dwarka, New Delhi, Delhi",CINEMA000069,"Located on Pvr Vegas Mall, Dwarka, New Delhi, Delhi","Advertising in Pvr Vegas Mall, Dwarka, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Vegas Mall, Dwarka, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,12,Icon,Tier 1,1810,,,12,https://www.google.com/maps/search/?api=1&query=Pvr+Vegas+Mall%2C+Dwarka%2C+NEW+DELHI%2C+DELHI
N,"Pvr Vikaspuri, New Delhi, Delhi",CINEMA000070,"Located on Pvr Vikaspuri, New Delhi, Delhi","Advertising in Pvr Vikaspuri, New Delhi, Delhi | Excellent Publicity","Advertising Rate for Pvr Vikaspuri, New Delhi, Delhi",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Gold,Tier 1,921,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Vikaspuri%2C+NEW+DELHI%2C+DELHI
N,"Pvr Inox Ef-3 Mall, Faridabad, Haryana",CINEMA000071,"Located on Pvr Inox Ef-3 Mall, Faridabad, Haryana","Advertising in Pvr Inox Ef-3 Mall, Faridabad, Haryana | Excellent Publicity","Advertising Rate for Pvr Inox Ef-3 Mall, Faridabad, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Gold,Tier 2,702,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Ef-3+Mall%2C+FARIDABAD%2C+HARYANA
N,"Pvr Inox Interiorz Crown Mall, Faridabad, Haryana",CINEMA000072,"Located on Pvr Inox Interiorz Crown Mall, Faridabad, Haryana","Advertising in Pvr Inox Interiorz Crown Mall, Faridabad, Haryana | Excellent Publicity","Advertising Rate for Pvr Inox Interiorz Crown Mall, Faridabad, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 2,1108,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Interiorz+Crown+Mall%2C+FARIDABAD%2C+HARYANA
N,"Pvr Mall Of Faridabad, Faridabad, Haryana",CINEMA000073,"Located on Pvr Mall Of Faridabad, Faridabad, Haryana","Advertising in Pvr Mall Of Faridabad, Faridabad, Haryana | Excellent Publicity","Advertising Rate for Pvr Mall Of Faridabad, Faridabad, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Platinum,Tier 2,824,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Mall+Of+Faridabad%2C+FARIDABAD%2C+HARYANA
N,"Pvr Pebble Downtown, Faridabad, Faridabad, Haryana",CINEMA000074,"Located on Pvr Pebble Downtown, Faridabad, Faridabad, Haryana","Advertising in Pvr Pebble Downtown, Faridabad, Faridabad, Haryana | Excellent Publicity","Advertising Rate for Pvr Pebble Downtown, Faridabad, Faridabad, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 2,786,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Pebble+Downtown%2C+Faridabad%2C+FARIDABAD%2C+HARYANA
N,"Pvr Utsav - Piyush Mall, Faridabad, Faridabad, Haryana",CINEMA000075,"Located on Pvr Utsav - Piyush Mall, Faridabad, Faridabad, Haryana","Advertising in Pvr Utsav - Piyush Mall, Faridabad, Faridabad, Haryana | Excellent Publicity","Advertising Rate for Pvr Utsav - Piyush Mall, Faridabad, Faridabad, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Silver,Tier 2,620,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Utsav+-+Piyush+Mall%2C+Faridabad%2C+FARIDABAD%2C+HARYANA
N,"Pvr - Dlf Mega Mall, Gurgaon, Gurgaon, Haryana",CINEMA000076,"Located on Pvr - Dlf Mega Mall, Gurgaon, Gurgaon, Haryana","Advertising in Pvr - Dlf Mega Mall, Gurgaon, Gurgaon, Haryana | Excellent Publicity","Advertising Rate for Pvr - Dlf Mega Mall, Gurgaon, Gurgaon, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Platinum,Tier 2,422,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+-+Dlf+Mega+Mall%2C+Gurgaon%2C+GURGAON%2C+HARYANA
N,"Pvr Ambience Mall-Gurgaon , Gurgaon, Haryana",CINEMA000077,"Located on Pvr Ambience Mall-Gurgaon , Gurgaon, Haryana","Advertising in Pvr Ambience Mall-Gurgaon , Gurgaon, Haryana | Excellent Publicity","Advertising Rate for Pvr Ambience Mall-Gurgaon , Gurgaon, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,11,Icon,Tier 2,1517,,,11,https://www.google.com/maps/search/?api=1&query=Pvr+Ambience+Mall-Gurgaon+%2C+GURGAON%2C+HARYANA
N,"Pvr- Dlf City Centre, Gurgaon, Gurgaon, Haryana",CINEMA000078,"Located on Pvr- Dlf City Centre, Gurgaon, Gurgaon, Haryana","Advertising in Pvr- Dlf City Centre, Gurgaon, Gurgaon, Haryana | Excellent Publicity","Advertising Rate for Pvr- Dlf City Centre, Gurgaon, Gurgaon, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Platinum,Tier 2,895,,,3,https://www.google.com/maps/search/?api=1&query=Pvr-+Dlf+City+Centre%2C+Gurgaon%2C+GURGAON%2C+HARYANA
N,"Pvr Elan Mercado 80 Gurgaon, Gurgaon, Haryana",CINEMA000079,"Located on Pvr Elan Mercado 80 Gurgaon, Gurgaon, Haryana","Advertising in Pvr Elan Mercado 80 Gurgaon, Gurgaon, Haryana | Excellent Publicity","Advertising Rate for Pvr Elan Mercado 80 Gurgaon, Gurgaon, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,5,Gold,Tier 2,749,,,5,https://www.google.com/maps/search/?api=1&query=Pvr+Elan+Mercado+80+Gurgaon%2C+GURGAON%2C+HARYANA
N,"Pvr Elan Town Centre Gurgaon, Gurgaon, Haryana",CINEMA000080,"Located on Pvr Elan Town Centre Gurgaon, Gurgaon, Haryana","Advertising in Pvr Elan Town Centre Gurgaon, Gurgaon, Haryana | Excellent Publicity","Advertising Rate for Pvr Elan Town Centre Gurgaon, Gurgaon, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 2,561,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Elan+Town+Centre+Gurgaon%2C+GURGAON%2C+HARYANA
N,"Pvr Inox Aipl Joy Street Mall, Gurgaon, Haryana",CINEMA000081,"Located on Pvr Inox Aipl Joy Street Mall, Gurgaon, Haryana","Advertising in Pvr Inox Aipl Joy Street Mall, Gurgaon, Haryana | Excellent Publicity","Advertising Rate for Pvr Inox Aipl Joy Street Mall, Gurgaon, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Platinum,Tier 2,940,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Aipl+Joy+Street+Mall%2C+GURGAON%2C+HARYANA
N,"Pvr Inox Iris Broadway, Gurgaon, Haryana",CINEMA000082,"Located on Pvr Inox Iris Broadway, Gurgaon, Haryana","Advertising in Pvr Inox Iris Broadway, Gurgaon, Haryana | Excellent Publicity","Advertising Rate for Pvr Inox Iris Broadway, Gurgaon, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Gold,Tier 2,481,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Iris+Broadway%2C+GURGAON%2C+HARYANA
N,"Pvr Inox Sapphire 83 Mall, Gurgaon, Haryana",CINEMA000083,"Located on Pvr Inox Sapphire 83 Mall, Gurgaon, Haryana","Advertising in Pvr Inox Sapphire 83 Mall, Gurgaon, Haryana | Excellent Publicity","Advertising Rate for Pvr Inox Sapphire 83 Mall, Gurgaon, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Gold,Tier 2,567,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Sapphire+83+Mall%2C+GURGAON%2C+HARYANA
N,"Pvr Inox Sapphire 90 Mall, Gurgaon, Haryana",CINEMA000084,"Located on Pvr Inox Sapphire 90 Mall, Gurgaon, Haryana","Advertising in Pvr Inox Sapphire 90 Mall, Gurgaon, Haryana | Excellent Publicity","Advertising Rate for Pvr Inox Sapphire 90 Mall, Gurgaon, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 2,752,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Sapphire+90+Mall%2C+GURGAON%2C+HARYANA
N,"Pvr Inox Worldmark Mall, Gurgaon, Haryana",CINEMA000085,"Located on Pvr Inox Worldmark Mall, Gurgaon, Haryana","Advertising in Pvr Inox Worldmark Mall, Gurgaon, Haryana | Excellent Publicity","Advertising Rate for Pvr Inox Worldmark Mall, Gurgaon, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,5,Platinum,Tier 2,904,,,5,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Worldmark+Mall%2C+GURGAON%2C+HARYANA
N,"Pvr Mgf Mall - Gurgaon, Gurgaon, Haryana",CINEMA000086,"Located on Pvr Mgf Mall - Gurgaon, Gurgaon, Haryana","Advertising in Pvr Mgf Mall - Gurgaon, Gurgaon, Haryana | Excellent Publicity","Advertising Rate for Pvr Mgf Mall - Gurgaon, Gurgaon, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,7,Platinum,Tier 2,1274,,,7,https://www.google.com/maps/search/?api=1&query=Pvr+Mgf+Mall+-+Gurgaon%2C+GURGAON%2C+HARYANA
N,"Pvr Inox Nh-22 Mall, Kalka, Haryana",CINEMA000087,"Located on Pvr Inox Nh-22 Mall, Kalka, Haryana","Advertising in Pvr Inox Nh-22 Mall, Kalka, Haryana | Excellent Publicity","Advertising Rate for Pvr Inox Nh-22 Mall, Kalka, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Silver,Tier 3,770,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Nh-22+Mall%2C+KALKA%2C+HARYANA
N,"Pvr Fun City Mall, Panipat, Haryana",CINEMA000088,"Located on Pvr Fun City Mall, Panipat, Haryana","Advertising in Pvr Fun City Mall, Panipat, Haryana | Excellent Publicity","Advertising Rate for Pvr Fun City Mall, Panipat, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Silver,Tier 3,681,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Fun+City+Mall%2C+PANIPAT%2C+HARYANA
N,"Pvr City Mall, Yamuna Nagar, Yamuna Nagar, Haryana",CINEMA000089,"Located on Pvr City Mall, Yamuna Nagar, Yamuna Nagar, Haryana","Advertising in Pvr City Mall, Yamuna Nagar, Yamuna Nagar, Haryana | Excellent Publicity","Advertising Rate for Pvr City Mall, Yamuna Nagar, Yamuna Nagar, Haryana",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Silver,Tier 3,590,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+City+Mall%2C+Yamuna+Nagar%2C+YAMUNA+NAGAR%2C+HARYANA
N,"Pvr Jammu, Jammu, J&K",CINEMA000090,"Located on Pvr Jammu, Jammu, J&K","Advertising in Pvr Jammu, Jammu, J&K | Excellent Publicity","Advertising Rate for Pvr Jammu, Jammu, J&K",,pvrcinemalogo.webp,1,1,Pvr-inox,2,Silver,Tier 2,505,,,2,https://www.google.com/maps/search/?api=1&query=Pvr+Jammu%2C+JAMMU%2C+J%26K
N,"Pvr Inox Srinagar, Srinagar, J&K",CINEMA000091,"Located on Pvr Inox Srinagar, Srinagar, J&K","Advertising in Pvr Inox Srinagar, Srinagar, J&K | Excellent Publicity","Advertising Rate for Pvr Inox Srinagar, Srinagar, J&K",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Gold,Tier 2,522,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Srinagar%2C+SRINAGAR%2C+J%26K
N,"Pvr Inox Trilium Mall, Amritsar, Punjab",CINEMA000092,"Located on Pvr Inox Trilium Mall, Amritsar, Punjab","Advertising in Pvr Inox Trilium Mall, Amritsar, Punjab | Excellent Publicity","Advertising Rate for Pvr Inox Trilium Mall, Amritsar, Punjab",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Gold,Tier 2,1156,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Trilium+Mall%2C+AMRITSAR%2C+PUNJAB
N,"Pvr Sct Amritsar, Amritsar, Punjab",CINEMA000093,"Located on Pvr Sct Amritsar, Amritsar, Punjab","Advertising in Pvr Sct Amritsar, Amritsar, Punjab | Excellent Publicity","Advertising Rate for Pvr Sct Amritsar, Amritsar, Punjab",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Silver,Tier 2,1028,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Sct+Amritsar%2C+AMRITSAR%2C+PUNJAB
N,"Pvr - Jalandhar-Mbd, Jalandhar, Punjab",CINEMA000094,"Located on Pvr - Jalandhar-Mbd, Jalandhar, Punjab","Advertising in Pvr - Jalandhar-Mbd, Jalandhar, Punjab | Excellent Publicity","Advertising Rate for Pvr - Jalandhar-Mbd, Jalandhar, Punjab",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 2,1100,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+-+Jalandhar-Mbd%2C+JALANDHAR%2C+PUNJAB
N,"Pvr Curo Mall-Jalandhar, Jalandhar, Punjab",CINEMA000095,"Located on Pvr Curo Mall-Jalandhar, Jalandhar, Punjab","Advertising in Pvr Curo Mall-Jalandhar, Jalandhar, Punjab | Excellent Publicity","Advertising Rate for Pvr Curo Mall-Jalandhar, Jalandhar, Punjab",,pvrcinemalogo.webp,1,1,Pvr-inox,5,Gold,Tier 2,1001,,,5,https://www.google.com/maps/search/?api=1&query=Pvr+Curo+Mall-Jalandhar%2C+JALANDHAR%2C+PUNJAB
N,"Pvr Friends Cinema, Jalandhar, Jalandhar, Punjab",CINEMA000096,"Located on Pvr Friends Cinema, Jalandhar, Jalandhar, Punjab","Advertising in Pvr Friends Cinema, Jalandhar, Jalandhar, Punjab | Excellent Publicity","Advertising Rate for Pvr Friends Cinema, Jalandhar, Jalandhar, Punjab",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Gold,Tier 2,715,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Friends+Cinema%2C+Jalandhar%2C+JALANDHAR%2C+PUNJAB
N,"Pvr Inox Reliance Mall, Jalandhar, Jalandhar, Punjab",CINEMA000097,"Located on Pvr Inox Reliance Mall, Jalandhar, Jalandhar, Punjab","Advertising in Pvr Inox Reliance Mall, Jalandhar, Jalandhar, Punjab | Excellent Publicity","Advertising Rate for Pvr Inox Reliance Mall, Jalandhar, Jalandhar, Punjab",,pvrcinemalogo.webp,1,1,Pvr-inox,3,Gold,Tier 2,862,,,3,https://www.google.com/maps/search/?api=1&query=Pvr+Inox+Reliance+Mall%2C+Jalandhar%2C+JALANDHAR%2C+PUNJAB
N,"Pvr The Celebration Mall Khanna, Khanna, Punjab",CINEMA000098,"Located on Pvr The Celebration Mall Khanna, Khanna, Punjab","Advertising in Pvr The Celebration Mall Khanna, Khanna, Punjab | Excellent Publicity","Advertising Rate for Pvr The Celebration Mall Khanna, Khanna, Punjab",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Gold,Tier 3,954,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+The+Celebration+Mall+Khanna%2C+KHANNA%2C+PUNJAB
N,"Pvr Flamez Mall - Ludhiana, Ludhiana, Punjab",CINEMA000099,"Located on Pvr Flamez Mall - Ludhiana, Ludhiana, Punjab","Advertising in Pvr Flamez Mall - Ludhiana, Ludhiana, Punjab | Excellent Publicity","Advertising Rate for Pvr Flamez Mall - Ludhiana, Ludhiana, Punjab",,pvrcinemalogo.webp,1,1,Pvr-inox,4,Silver,Tier 2,1036,,,4,https://www.google.com/maps/search/?api=1&query=Pvr+Flamez+Mall+-+Ludhiana%2C+LUDHIANA%2C+PUNJAB
N,"Pvr Pavilion Mall - Ludhiana, Ludhiana, Punjab",CINEMA000100,"Located on Pvr Pavilion Mall - Ludhiana, Ludhiana, Punjab","Advertising in Pvr Pavilion Mall - Ludhiana, Ludhiana, Punjab | Excellent Publicity","Advertising Rate for Pvr Pavilion Mall - Ludhiana, Ludhiana, Punjab",,pvrcinemalogo.webp,1,1,Pvr-inox,7,Gold,Tier 2,1016,,,7,https://www.google.com/maps/search/?api=1&query=Pvr+Pavilion+Mall+-+Ludhiana%2C+LUDHIANA%2C+PUNJAB
N,"Pvr Silver Arc Mall - Ludhiana, Ludhiana, Punjab",CINEMA000101,"Located on Pvr Silver Arc Mall - Ludhiana, Ludhiana, Punjab","Advertising in Pvr Silver Arc Mall - Ludhiana, Ludhiana, Punjab | Excellent Publicity","Advertising Rate for Pvr Silver Arc Mall - Ludhiana, Ludhiana, Punjab",,pvrcinemalogo.webp,1,1,Pvr-inox,6,Platinum,Tier 2,1421,,,6,https://www.google.com/maps/search/?api=1&query=Pvr+Silver+Arc+Mall+-+Ludhiana%2C+LUDHIANA%2C+PUNJAB
N,"Pvr - Mohali, Mohali, Punjab",CINEMA000102,"Located on Pvr - Mohali, Mohali, Punjab","Advertising in Pvr - Mohali, Mohali, Punjab | Excellent Publicity","Advertising Rate for Pvr - Mohali, Mohali, Punjab",,pvrcinemalogo.webp,1,1,Pvr-inox,9,Gold,Tier 2,1547,,,9,https://www.google.com/maps/search/?api=1&query=Pvr+-+Mohali%2C+MOHALI%2C+PUNJAB
N,"Pvr Cp67 Mall Mohali, Mohali, Punjab",CINEMA000103,"Located on Pvr Cp67 Mall Mohali, Mohali, Punjab","Advertising in Pvr Cp67 Mall Mohali, Mohali, Punjab | Excellent Publicity","Advertising Rate for Pvr Cp67 Mall Mohali, Mohali, Punjab",,pvrcinemalogo.webp,1,1,Pvr-inox,7,Platinum,Tier 2,754,,,7,https://www.google.com/maps/search/?api=1&query=Pvr+Cp67+Mall+Mohali%2C+MOHALI%2C+PUNJAB
N,"Pvr Pp Mall Mohali, Mohali, Punjab",CINEMA000104,"Located on Pvr Pp Mall Mohali, Mohali, Punjab","Advertising in Pvr Pp Mall Mohali, Mohali, Punjab | Excellent Publicity","Advertising Rate for Pvr Pp Mall Mohali, Mohali, Punjab",,pvrcinemalogo.webp,1,1,Pvr-inox,7,Platinum,Tier 2,1022,,,7,https://www.google.com/maps/search/?api=1&query=Pvr+Pp+Mall+Mohali%2C+MOHALI%2C+PUNJAB
